module_id	strictest_pval	n_genes	n_domains	tokenised_genes
917	0.09477505250238608	10	17	Aminotran_1_2_c39,Chal_sti_synt_N_c17;Chal_sti_synt_C_c24,Condensation_c6;AMP-binding_c3;AMP-binding_C_c60;PP-binding_c22;Condensation_c20;Thioesterase_c10,DAHP_synth_1,ECH_1_c16,ECH_1_c42,FAD_binding_3_c50,FMN_dh,Glyoxalase_c27;Glyoxalase_c6,PDH
918	0.09546008045048036	3	13	AMP-binding_c6;AMP-binding_C_c19,Thioesterase_c27,ketoacyl-synt_c26;Ketoacyl-synt_C_c29;KAsynt_C_assoc;Acyl_transf_1_c27;PS-DH_c16;Methyltransf_12_c14;ADH_N_c13;ADH_zinc_N_c8;adh_short_c9;PP-binding_c7
919	0.09679780234425348	8	10	DegT_DnrJ_EryC1_c12,Epimerase_c2,Epimerase_c45,GFO_IDH_MocA_c25,Glyco_trans_4_4_c28;UDPGT_c13,Polyketide_cyc2,adh_short_c50,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
920	0.09679780234425348	6	10	FAD_binding_3_c3,GATase_7_c46;Asn_synthase_c51,Glyco_trans_4_4_c28;UDPGT_c13,Polyketide_cyc2,ketoacyl-synt_c12;Ketoacyl-synt_C_c15,ketoacyl-synt_c20;Ketoacyl-synt_C_c65
921	0.09101412476935249	3	5	Glyco_transf_4_c2;Glycos_transf_1_c18,Glycos_transf_2_c35,NTP_transferase;MannoseP_isomer
922	0.08766999931790892	3	4	AMP-binding_c12;AMP-binding_C_c31,Condensation_c12,PP-binding_c22
923	0.09332700388313464	3	3	Aminotran_5_c31,Methyltransf_2,Trp_dioxygenase
924	0.09321919246508724	3	10	FAD_binding_6;NAD_binding_1;Fer2,PaaA_PaaC,ketoacyl-synt_c7;Ketoacyl-synt_C_c7;KAsynt_C_assoc;Acyl_transf_1_c7;Methyltransf_12_c14;PP-binding_c23
925	0.09022127301456452	3	4	AMP-binding_c30;AMP-binding_C_c22,DegT_DnrJ_EryC1_c8,PP-binding_c39
926	0.08750619969465688	3	5	Epimerase_c2,Epimerase_c56,Methyltransf_13;Methyltransf_23;Methyltransf_14
927	0.0870592101420666	4	11	ACP_syn_III_c23;ACP_syn_III_C_c28,Acyl-CoA_dh_N;Acyl-CoA_dh_M;Acyl-CoA_dh_1_c56,Lipase_3,ketoacyl-synt_c40;Ketoacyl-synt_C_c39;KAsynt_C_assoc;Acyl_transf_1_c18;PP-binding_c37
928	0.08766999931790892	3	4	DAHP_synth_2_c7,GFO_IDH_MocA_c33;GFO_IDH_MocA_C,HAD_2_c3
929	0.08750619969465688	5	7	Epimerase_c56,Glycos_transf_1_c12,Methyltransf_13;Methyltransf_23;Methyltransf_14,Methyltransf_23,Radical_SAM_c59
930	0.08750619969465688	3	3	DegT_DnrJ_EryC1_c20,Epimerase_c25,NTP_transferase
931	0.09677747423621087	3	3	Methyltransf_25_c38,SCP2,adh_short_c36
932	0.08600509184575619	3	3	Abhydrolase_1_c26,DegT_DnrJ_EryC1_c46,UDPGT_c13
933	0.09247349258374082	3	3	Epimerase_c14,GFO_IDH_MocA_c25,NTP_transferase
934	0.09519165642760836	3	4	AMP-binding_c43;AMP-binding_C_c61,Acyl_transf_1_c1,Aminotran_1_2_c36
935	0.09023199367606749	8	11	Carbam_trans_N,Condensation_c15,Epimerase_c9,GATase_7_c9;Asn_synthase_c4,Glyco_transf_9,PP-binding_c23,PP-binding_c4;Condensation_c11,PfkB;CTP_transf_like
936	0.09776062902895703	3	4	FAD_binding_4;BBE,Methyltransf_33,adh_short_c4
937	0.08985223599006115	3	3	ARD,Abhydrolase_1_c3,Aldolase_II
938	0.08766999931790892	3	4	Chal_sti_synt_N_c11;Chal_sti_synt_C_c4,Inositol_P,Sulfotransfer_4
939	0.09338998802056601	4	4	FAD_binding_3_c10,Methyltransf_11_c32,adh_short_c4,p450_c7
940	0.09508944585253304	14	24	AMP-binding_c3;AMP-binding_C_c66;PP-binding_c14,Abhydrolase_1_c20,Aminotran_1_2_c39,Chal_sti_synt_N_c17;Chal_sti_synt_C_c24,Condensation_c6;AMP-binding_c12;AMP-binding_C_c60;PP-binding_c22;Condensation_c20;Thioesterase_c10,DAHP_synth_1,ECH_1_c16,ECH_1_c42,ECH_1_c43,Glyco_transf_28;UDPGT_c50,Glyoxalase_c27;Glyoxalase_c6,Methyltransf_12_c7,PDH,Peptidase_M15
941	0.08497842684067279	4	5	Acetyltransf_1_c34,Epimerase_c31,Glyoxalase_c9;Glyoxalase_c25,Peptidase_C26
942	0.08559947436068517	3	4	AMP-binding_c12;AMP-binding_C_c31,Condensation_c12,PP-binding_c21
943	0.09679780234425348	7	10	Epimerase_c2,GFO_IDH_MocA_c25,Glyco_trans_4_4_c28;UDPGT_c13,Polyketide_cyc2,adh_short_c50,ketoacyl-synt_c12;Ketoacyl-synt_C_c15,ketoacyl-synt_c20;Ketoacyl-synt_C_c65
944	0.08543580021573349	3	3	p450_c23,p450_c26,polyprenyl_synt_c5
945	0.09023199367606749	3	5	DIOX_N_c12;2OG-FeII_Oxy_c44,DIOX_N_c34;2OG-FeII_Oxy_c30,HMGL-like
946	0.08515629374905313	4	5	Acyl_transf_1_c4,RGP,ketoacyl-synt_c12,ketoacyl-synt_c16;Ketoacyl-synt_C_c67
947	0.09435601245234539	5	6	Acetyltransf_1_c34,Fer4_21,Gln-synt_C,Glyoxalase_c9;Glyoxalase_c25,Lyase_1
948	0.08688271800550605	3	4	DUF1205_c1,Oxidored_FMN_c33,POR;POR_N
949	0.09718579628301773	10	16	Abhydrolase_1_c20,Aminotran_1_2_c39,Chal_sti_synt_N_c17;Chal_sti_synt_C_c24,Condensation_c6;AMP-binding_c3;AMP-binding_C_c60;PP-binding_c4,ECH_1_c16,ECH_1_c42,Glyco_transf_28;UDPGT_c50,Glyoxalase_c27;Glyoxalase_c6,PDH,Peptidase_M15
950	0.09519165642760836	3	5	DHQ_synthase_c32,GFO_IDH_MocA_c5;GFO_IDH_MocA_C,Glyco_transf_4_c4;Glycos_transf_1_c2
951	0.0865088459546097	3	11	Condensation_c10;AMP-binding_c12;AMP-binding_C_c12;PP-binding_c5,Methyltransf_11_c24,ketoacyl-synt_c7;Ketoacyl-synt_C_c7;KAsynt_C_assoc;Acyl_transf_1_c7;adh_short_c9;PP-binding_c14
952	0.09022127301456452	3	3	B12-binding_c31,Met_asp_mut_E,PhyH_c4
953	0.09754958351036881	4	10	4HBT_c18,AMP-binding_c1;AMP-binding_C_2,Abhydrolase_6,ketoacyl-synt_c77;Ketoacyl-synt_C_c27;KAsynt_C_assoc;Acyl_transf_1_c34;adh_short_c9;PS-DH_c29
954	0.08550067396990275	8	10	ABM_c11,Cyclase,FAD_binding_3_c5,FAD_binding_3_c59,PP-binding_c9,Polyketide_cyc2,ketoacyl-synt_c12;Ketoacyl-synt_C_c15,ketoacyl-synt_c20;Ketoacyl-synt_C_c34
955	0.09314217250712167	5	7	ADH_N_c12;ADH_zinc_N_c16,Aminotran_1_2_c6,Chal_sti_synt_N_c11;Chal_sti_synt_C_c4,Methyltransf_11_c40,TauD_c26
956	0.08766999931790892	4	6	AMP-binding_c40;AMP-binding_C_c48,AMP-binding_c53;AMP-binding_C_c48,Abhydrolase_1_c26,PP-binding_c15
957	0.09234894399392675	3	3	ATP-grasp,TPP_enzyme_C_c13,TPP_enzyme_N_c4
958	0.09470594131511001	5	7	Aminotran_3_c22,DHQ_synthase_c32,GMC_oxred_N;GMC_oxred_C_c35,Glyco_trans_4_4_c11;Glycos_transf_1_c11,Radical_SAM_c54
959	0.09023199367606749	3	4	DIOX_N_c34;2OG-FeII_Oxy_c30,HMGL-like,Iso_dh
960	0.09314217250712167	4	4	Aminotran_1_2_c6,NTP_transf_3_c23,SHMT,TauD_c26
961	0.08992420080102279	3	3	Abhydrolase_1_c39,Aminotran_5_c33,Isochorismatase_c23
962	0.09033488031673742	3	3	ABM_c11,Acetyltransf_1_c34,Gln-synt_C
963	0.09067957797490955	4	4	Methyltransf_11_c32,Transferase_c44,adh_short_c4,p450_c7
964	0.09687204726316893	7	12	Epimerase_c56,Glycos_transf_1_c12,Methyltransf_25_c52,PhyH_c33,PhyH_c39,Radical_SAM_c59,ketoacyl-synt_c27;Ketoacyl-synt_C_c2;KAsynt_C_assoc;Acyl_transf_1_c37;PS-DH_c47;PP-binding_c16
965	0.09679780234425348	8	9	DegT_DnrJ_EryC1_c12,Epimerase_c2,Epimerase_c45,GFO_IDH_MocA_c25,Glyco_trans_4_4_c28;UDPGT_c13,NTP_transferase,Polyketide_cyc2,adh_short_c50
966	0.08766999931790892	4	4	Acyltransferase,Glycos_transf_2_c11,Ketoacyl-synt_2,PP-binding_c36
967	0.09477505250238608	12	19	Aminotran_1_2_c39,Chal_sti_synt_N_c17;Chal_sti_synt_C_c24,Condensation_c6;AMP-binding_c12;AMP-binding_C_c60;PP-binding_c22;Condensation_c20;Thioesterase_c10,DAHP_synth_1,ECH_1_c16,ECH_1_c42,ECH_1_c43,FAD_binding_3_c50,FMN_dh,Glyoxalase_c27;Glyoxalase_c6,PDH,Peptidase_M15
968	0.09349952245202184	3	5	AMP-binding_c1;AMP-binding_C_2,Abhydrolase_6,HpaB_N;HpaB
969	0.09167882538580976	3	10	GMC_oxred_N;GMC_oxred_C_c17,ketoacyl-synt_c18;Ketoacyl-synt_C_c4;KAsynt_C_assoc;Acyl_transf_1_c13;PS-DH_c1;PP-binding_c17;Thioesterase_c5,p450_c32
970	0.08991633748878562	3	3	AMP-binding_c16,FA_desaturase,PP-binding_c16
971	0.08841511376569723	3	4	PP-binding_c24,ketoacyl-synt_c16;Ketoacyl-synt_C_c53,polyprenyl_synt_c14
972	0.09608176470612448	5	9	ACP_syn_III_c23;ACP_syn_III_C_c28,AMP-binding_c16,AMP-binding_c16;PP-binding_c16,Acyl-CoA_dh_N;Acyl-CoA_dh_M;Acyl-CoA_dh_1_c56,PP-binding_c16
973	0.09332700388313464	3	3	Acyl_transf_1_c22,NMO,PP-binding_c24
974	0.09679780234425348	8	11	ACP_syn_III_c51;ACP_syn_III_C_c5,Epimerase_c2,Epimerase_c45,GFO_IDH_MocA_c25,Glyco_trans_4_4_c28;UDPGT_c13,Polyketide_cyc2,adh_short_c50,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
975	0.08766999931790892	3	4	ADH_N_c13;ADH_zinc_N_c16,CoA_transf_3,HpcH_HpaI_c34
976	0.09259420751609289	4	6	Acyl-CoA_dh_N;Acyl-CoA_dh_2,B12-binding_c20;Radical_SAM_c36,SnoaL,adh_short_c34
977	0.09718579628301773	11	17	Aminotran_1_2_c39,Chal_sti_synt_N_c17;Chal_sti_synt_C_c24,Condensation_c6;AMP-binding_c3;AMP-binding_C_c60;PP-binding_c4,ECH_1_c16,ECH_1_c42,FAD_binding_3_c50,Glyco_transf_28;UDPGT_c50,Glyoxalase_c27;Glyoxalase_c6,PDH,Peptidase_M15,UDPGT_c50
978	0.08713281114414469	4	4	Carbam_trans_N,DegT_DnrJ_EryC1_c3,FAD_binding_3_c41,ROK
979	0.08550067396990275	8	10	ABM_c11,Cyclase,FAD_binding_3_c5,PP-binding_c9,Polyketide_cyc2,adh_short_c50,ketoacyl-synt_c12;Ketoacyl-synt_C_c15,ketoacyl-synt_c20;Ketoacyl-synt_C_c34
980	0.09687204726316893	6	6	Epimerase_c56,Glycos_transf_1_c12,Methyltransf_23,PhyH_c33,PhyH_c39,Radical_SAM_c59
981	0.08570549104453186	3	12	Docking;ketoacyl-synt_c8;Ketoacyl-synt_C_c2;KAsynt_C_assoc;Acyl_transf_1_c11;PS-DH_c3;adh_short_c9;PP-binding_c13;Thioesterase_c29,Thioesterase_c22,UDPGT_c18;UDPGT_c13
982	0.08642361317266234	4	24	ADH_N_c13;ADH_zinc_N_c16,Docking;ketoacyl-synt_c8;Ketoacyl-synt_C_c2;KAsynt_C_assoc;Acyl_transf_1_c11;PS-DH_c3;adh_short_c9;PP-binding_c13,Docking;ketoacyl-synt_c8;Ketoacyl-synt_C_c2;KAsynt_C_assoc;Acyl_transf_1_c4;adh_short_c9;PP-binding_c13,ketoacyl-synt_c8;Ketoacyl-synt_C_c2;KAsynt_C_assoc;Acyl_transf_1_c11;adh_short_c9;PP-binding_c13;Thioesterase_c29
983	0.04533419314361241	6	13	Chal_sti_synt_N_c17;Chal_sti_synt_C_c24,Condensation_c6;AMP-binding_c12;AMP-binding_C_c60;PP-binding_c22;Condensation_c20;Thioesterase_c10,Dala_Dala_lig_N;Dala_Dala_lig_C,ECH_1_c16,ECH_1_c42,Peptidase_M15
984	0.04484820521178252	3	4	Putative_PNPOx_c17,adh_short_c50,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
985	0.02443848957776396	5	6	DSBA,FabA_c5,FabA_c6,ketoacyl-synt_c12,ketoacyl-synt_c16;Ketoacyl-synt_C_c35
986	1.887259431524552e-07	3	4	ECH_1_c12,ECH_1_c34,HMG_CoA_synt_N;HMG_CoA_synt_C
987	0.022573394249499234	3	3	Acyl_transf_1_c39,FabA_c5,ketoacyl-synt_c12
988	0.0050572912620007815	4	5	Cyclase,FAD_binding_3_c5,adh_short_C2,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
989	0.0018188504452463772	7	9	ABM_c11,Cyclase,GFO_IDH_MocA_c25,PP-binding_c9,Polyketide_cyc2,ketoacyl-synt_c12;Ketoacyl-synt_C_c15,ketoacyl-synt_c20;Ketoacyl-synt_C_c34
990	0.002206061449872225	4	5	Acyl-CoA_dh_2,PP-binding_c9,adh_short_c50,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
991	1.2290390273480584e-13	4	4	Epimerase_c2,Epimerase_c45,NTP_transferase,dTDP_sugar_isom
992	6.614710473982814e-16	3	3	Epimerase_c2,GFO_IDH_MocA_c25,UDPGT_c13
993	1.3708075142370672e-14	3	3	Epimerase_c2,UDPGT_c13,dTDP_sugar_isom
994	0.00029619573886223655	6	7	DHQ_synthase_c22,DHquinase_II,DegT_DnrJ_EryC1_c3,FAD_binding_3_c41,GFO_IDH_MocA_c33;GFO_IDH_MocA_C,HAD_2_c30
995	0.00027148501753462416	6	7	DAHP_synth_2_c7,DHQ_synthase_c22,DHquinase_II,FAD_binding_3_c41,GFO_IDH_MocA_c33;GFO_IDH_MocA_C,ROK
996	0.00029619573886223655	6	7	DHQ_synthase_c22,DHquinase_II,FAD_binding_3_c41,GFO_IDH_MocA_c33;GFO_IDH_MocA_C,HAD_2_c30,ROK
997	0.0002748650343002784	3	10	GFO_IDH_MocA_c33;GFO_IDH_MocA_C,Shikimate_dh_N,ketoacyl-synt_c8;Ketoacyl-synt_C_c2;KAsynt_C_assoc;Acyl_transf_1_c4;PS-DH_c3;adh_short_c9;PP-binding_c13
998	4.130639073088452e-12	5	6	Acyl_transf_1_c46,PP-binding_c9,Polyketide_cyc2,adh_short_c50,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
999	1.518739320688537e-09	6	8	Aminotran_1_2_c39,Chal_sti_synt_N_c17;Chal_sti_synt_C_c24,ECH_1_c16,ECH_1_c42,Glyoxalase_c27;Glyoxalase_c6,Peptidase_M15
1000	1.3066480045409393e-09	6	8	Chal_sti_synt_N_c17;Chal_sti_synt_C_c24,ECH_1_c16,ECH_1_c42,ECH_1_c43,Glyoxalase_c27;Glyoxalase_c6,PDH
1001	1.3289301144986767e-21	5	7	PP-binding_c9,Polyketide_cyc2,adh_short_c50,ketoacyl-synt_c12;Ketoacyl-synt_C_c15,ketoacyl-synt_c20;Ketoacyl-synt_C_c34
1002	6.542088262763778e-22	5	6	Cyclase_polyket,PP-binding_c9,Polyketide_cyc2,adh_short_c50,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
1003	2.275960877707965e-06	5	6	Cyclase_polyket,DUF1205_c1,Polyketide_cyc2,adh_short_c50,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
1004	1.6847548335470485e-06	8	11	Aminotran_1_2_c39,Chal_sti_synt_N_c17;Chal_sti_synt_C_c24,DAHP_synth_1,ECH_1_c16,ECH_1_c42,Glyco_transf_28;UDPGT_c50,Glyoxalase_c27;Glyoxalase_c6,Peptidase_M15
1005	2.197572605407141e-06	3	3	DegT_DnrJ_EryC1_c9,Epimerase_c45,dTDP_sugar_isom
1006	1.5413064596242658e-06	3	3	Aminotran_1_2_c29,Peptidase_M19,Pyr_redox_2_c14
1007	1.7562611646230854e-06	4	8	Condensation_c6;AMP-binding_c3;AMP-binding_C_c60;PP-binding_c4,ECH_1_c42,Glyoxalase_c27;Glyoxalase_c6,PDH
1008	2.275960877707965e-06	5	6	DUF1205_c1,GFO_IDH_MocA_c25,Polyketide_cyc2,adh_short_c50,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
1009	0.009634323503270158	3	5	FAD_binding_3_c3,Glyco_trans_4_4_c28;UDPGT_c13,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
1010	1.785509440780797e-05	4	10	Aminotran_1_2_c39,Condensation_c6;AMP-binding_c3;AMP-binding_C_c60;PP-binding_c22;Condensation_c20;Thioesterase_c10,FAD_binding_3_c50,Glyoxalase_c27;Glyoxalase_c6
1011	1.1585263183538984e-11	4	6	Cyclase_polyket,PP-binding_c9,ketoacyl-synt_c12;Ketoacyl-synt_C_c15,ketoacyl-synt_c20;Ketoacyl-synt_C_c65
1012	2.8952250016675707e-11	3	3	GFO_IDH_MocA_c25,Polyketide_cyc2,adh_short_c50
1013	0.00044540396693444216	10	12	Abhydrolase_1_c20,Aminotran_1_2_c39,Chal_sti_synt_N_c17;Chal_sti_synt_C_c24,DAHP_synth_1,ECH_1_c16,ECH_1_c42,ECH_1_c43,Glyoxalase_c27;Glyoxalase_c6,PDH,Peptidase_M15
1014	0.0898419381085107	6	8	Epimerase_c2,GFO_IDH_MocA_c25,Polyketide_cyc2,adh_short_c50,ketoacyl-synt_c12;Ketoacyl-synt_C_c15,ketoacyl-synt_c20;Ketoacyl-synt_C_c65
1015	0.07184559190927708	7	9	Acyl_transf_1_c46,Cyclase_polyket,GATase_7_c46;Asn_synthase_c51,Methyltransf_2,PP-binding_c9,Polyketide_cyc2,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
1016	0.06954920268505789	6	7	ABM_c11,Cyclase,FAD_binding_3_c5,FAD_binding_3_c59,Polyketide_cyc2,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
1017	0.06993202072646072	8	10	ABM_c11,Cyclase_polyket,FAD_binding_3_c3,GFO_IDH_MocA_c25,PP-binding_c9,Polyketide_cyc2,ketoacyl-synt_c12;Ketoacyl-synt_C_c15,ketoacyl-synt_c20;Ketoacyl-synt_C_c65
1018	0.07103680932934206	3	12	Docking;ketoacyl-synt_c8;Ketoacyl-synt_C_c2;KAsynt_C_assoc;Acyl_transf_1_c4;PS-DH_c3;ADH_N_c13;ADH_zinc_N_c32;adh_short_c9;PP-binding_c13,FAD_binding_3_c7,SnoaL_2_c24
1019	0.07082598985954944	5	8	AMP-binding_c26;AMP-binding_C_c31;PP-binding_c6,Abhydrolase_1_c20,Aminotran_1_2_c23,Peptidase_S15;PepX_C,TauD_c39
1020	0.06954920268505789	6	7	ABM_c11,FAD_binding_3_c5,FAD_binding_3_c59,Methyltransf_2,Polyketide_cyc2,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
1021	0.02781752356227631	6	7	ACPS_c7,Carboxyl_trans,PP-binding_c9,Polyketide_cyc2,adh_short_c50,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
1022	1.357011724157524e-08	5	11	Chal_sti_synt_N_c17;Chal_sti_synt_C_c24,Condensation_c6;AMP-binding_c12;AMP-binding_C_c60;PP-binding_c22;Condensation_c20;Thioesterase_c10,ECH_1_c42,ECH_1_c43,PDH
1023	0.04444895228477713	6	7	ABM_c22,Cyclase_polyket,DUF1772,FAD_binding_3_c3,Polyketide_cyc2,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
1024	0.043130836260305165	3	14	Docking;ketoacyl-synt_c8;Ketoacyl-synt_C_c2;KAsynt_C_assoc;Acyl_transf_1_c4;adh_short_c9;PP-binding_c13,Thioesterase_c22,ketoacyl-synt_c8;Ketoacyl-synt_C_c2;KAsynt_C_assoc;Acyl_transf_1_c11;PP-binding_c13;Thioesterase_c29
1025	0.0025931270486858737	9	11	Aminotran_1_2_c39,Chal_sti_synt_N_c17;Chal_sti_synt_C_c24,DegT_DnrJ_EryC1_c9,ECH_1_c16,ECH_1_c42,ECH_1_c43,Glyco_transf_28;UDPGT_c50,PDH,Peptidase_M15
1026	2.42346225926834e-06	6	7	DUF1205_c1,DegT_DnrJ_EryC1_c12,GFO_IDH_MocA_c25,Polyketide_cyc2,adh_short_c50,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
1027	2.541657389000628e-06	6	8	DegT_DnrJ_EryC1_c12,GFO_IDH_MocA_c25,Polyketide_cyc2,adh_short_c50,ketoacyl-synt_c12;Ketoacyl-synt_C_c15,ketoacyl-synt_c20;Ketoacyl-synt_C_c34
1028	0.07292714693309198	4	4	DegT_DnrJ_EryC1_c46,Radical_SAM_c31,UDPGT_c13,dTDP_sugar_isom
1029	0.07292714693309198	4	4	DegT_DnrJ_EryC1_c46,Radical_SAM_c31,TylF,dTDP_sugar_isom
1030	0.07292714693309198	4	7	FAD_binding_3_c3,GATase_7_c46;Asn_synthase_c51,Glyco_trans_4_4_c28;UDPGT_c13,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
1031	2.5320350990069492e-08	7	14	Chal_sti_synt_N_c17;Chal_sti_synt_C_c24,Condensation_c6;AMP-binding_c12;AMP-binding_C_c60;PP-binding_c22;Condensation_c20;Thioesterase_c10,ECH_1_c42,ECH_1_c43,Glyoxalase_c27;Glyoxalase_c6,PDH,Peptidase_M15
1032	1.1673657178970493e-15	3	4	Acyl_transf_1_c46,adh_short_c50,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
1033	4.229095995369866e-06	3	3	Aminotran_1_2_c29,Pyr_redox_2_c14,p450_c15
1034	8.375553222027525e-10	6	7	ABM_c11,Acyl_transf_1_c46,PP-binding_c9,Polyketide_cyc2,adh_short_c50,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
1035	0.003742245368374014	5	7	4HBT_c18,Abhydrolase_1_c9,GMC_oxred_N;GMC_oxred_C_c22,MDMPI_N;Wyosine_form,p450_c4
1036	0.00010304975878594487	4	5	Cyclase_polyket,FAD_binding_3_c3,Polyketide_cyc2,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
1037	0.09788056203988355	4	7	Chal_sti_synt_N_c17;Chal_sti_synt_C_c24,FMN_dh;Aminotran_1_2_c39,Glyoxalase_c27;Glyoxalase_c6,PDH
1038	0.09843822274840676	6	9	AMP-binding_c26;AMP-binding_C_c31,AMP-binding_c26;AMP-binding_C_c61,Aminotran_1_2_c23,Carbam_trans_N,Peptidase_S15;PepX_C,TauD_c39
1039	0.09789989802666868	5	7	Abhydrolase_1_c8,Aminotran_5_c31,FAD_binding_6;NAD_binding_1;Fer2,PaaA_PaaC,Trp_dioxygenase
1040	0.09816119188875524	7	7	Epimerase_c56,Glycos_transf_1_c12,HAD_2_c31,Methyltransf_25_c52,PhyH_c18,PhyH_c33,Radical_SAM_c59
1041	5.336302304100348e-15	3	3	Epimerase_c45,NTP_transferase,dTDP_sugar_isom
1042	8.319046253435614e-16	5	7	Aminotran_1_2_c39,Chal_sti_synt_N_c17;Chal_sti_synt_C_c24,ECH_1_c42,Glyoxalase_c27;Glyoxalase_c6,PDH
1043	1.7219522556405449e-15	3	3	DegT_DnrJ_EryC1_c12,Epimerase_c2,GFO_IDH_MocA_c25
1044	1.4825122611560128e-14	5	7	Chal_sti_synt_N_c17;Chal_sti_synt_C_c24,ECH_1_c16,ECH_1_c42,Glyoxalase_c27;Glyoxalase_c6,PDH
1045	6.182780565268216e-16	4	6	Chal_sti_synt_N_c17;Chal_sti_synt_C_c24,ECH_1_c16,ECH_1_c42,Glyoxalase_c27;Glyoxalase_c6
1046	2.6937972622902612e-06	4	4	Cyclase_polyket,FAD_binding_3_c42,Polyketide_cyc2,adh_short_c50
1047	2.612526058410537e-06	4	6	Cyclase_polyket,FAD_binding_3_c42;adh_short_c18,adh_short_c50,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
1048	0.05387842424627535	8	11	4HBT_c18,Abhydrolase_1_c9,Acyl-CoA_dh_N;Acyl-CoA_dh_2,GMC_oxred_N;GMC_oxred_C_c22,MDMPI_N;Wyosine_form,Neocarzinostat,PP-binding_c21,p450_c4
1049	0.09854263586280246	3	3	DegT_DnrJ_EryC1_c20,Methyltransf_25_c27,UDPGT_c13
1050	0.09854263586280246	4	4	DegT_DnrJ_EryC1_c9,Epimerase_c2,Epimerase_c31,dTDP_sugar_isom
1051	0.09900127644923529	6	8	Aminotran_3_c22,DHQ_synthase_c32,DegT_DnrJ_EryC1_c3,GMC_oxred_N;GMC_oxred_C_c35,Glyco_trans_1_4_c28,Glyco_transf_4_c9;Glycos_transf_1_c11
1052	0.0989660884776947	6	6	Epimerase_c16,Epimerase_c56,Glycos_transf_1_c12,Methyltransf_23,PhyH_c39,Radical_SAM_c59
1053	0.0989660884776947	5	6	AdoHcyase;AdoHcyase_NAD,AdoHcyase_NAD,Epimerase_c49,HAD_2_c15,Inos-1-P_synth
1054	0.0989660884776947	8	13	Epimerase_c16,Epimerase_c56,Glycos_transf_1_c12,Glycos_transf_2_c19,Methyltransf_25_c52,PhyH_c39,Radical_SAM_c59,ketoacyl-synt_c27;Ketoacyl-synt_C_c2;KAsynt_C_assoc;Acyl_transf_1_c37;PS-DH_c47;PP-binding_c16
1055	0.09900127644923529	6	7	Aminotran_3_c22,DHQ_synthase_c32,DegT_DnrJ_EryC1_c3,GMC_oxred_N;GMC_oxred_C_c35,Glyco_trans_1_4_c28,PIG-L
1056	0.09900127644923529	6	7	Aminotran_3_c22,DHQ_synthase_c32,DegT_DnrJ_EryC1_c3,GMC_oxred_N;GMC_oxred_C_c35,Glyco_trans_1_4_c28,Radical_SAM_c54
1057	0.0989660884776947	5	6	ADH_N_c34;ADH_zinc_N_c4,Condensation_c35,DegT_DnrJ_EryC1_c33,Epimerase_c25,Methyltransf_25_c17
1058	2.0257735985695463e-05	3	3	Epimerase_c17,UDPGT_c13,dTDP_sugar_isom
1059	5.902727816975184e-25	3	5	adh_short_c50,ketoacyl-synt_c12;Ketoacyl-synt_C_c15,ketoacyl-synt_c20;Ketoacyl-synt_C_c34
1060	0.03468975667736718	5	7	ADH_N_c37;ADH_zinc_N_c59,AMP-binding_c30,Chorismate_bind_c38;GATase_c53,FAD_binding_3_c31,Isochorismatase_c20
1061	1.2290390273480584e-13	4	4	Epimerase_c2,Epimerase_c45,GFO_IDH_MocA_c25,NTP_transferase
1062	9.552725022934907e-07	5	7	Aminotran_1_2_c39,Chal_sti_synt_N_c17;Chal_sti_synt_C_c24,FMN_dh,Glyoxalase_c27;Glyoxalase_c6,PDH
1063	0.09973597110524829	5	7	Epimerase_c56,Glycos_transf_1_c12,Methyltransf_13;Methyltransf_23;Methyltransf_14,Methyltransf_25_c52,Radical_SAM_c59
1064	0.09973597110524829	3	5	Methyltransf_13;Methyltransf_23;Methyltransf_14,Methyltransf_25_c52,UDPGT_c13
1065	0.09973597110524829	7	7	Epimerase_c16,Epimerase_c56,Glycos_transf_1_c12,Methyltransf_21,Methyltransf_25_c52,PhyH_c39,Radical_SAM_c59
1066	1.3026886027160254e-08	3	3	DegT_DnrJ_EryC1_c12,GFO_IDH_MocA_c25,Polyketide_cyc2
